"Timestamp"," 1. What is your year of study? ","2. Are you a domestic or international student? (Domestic meaning you lived or resided in Canada 3+ years before starting university. International meaning you lived abroad prior to beginning university studies). ","3. Which degree are you currently pursuing?","4.  What do you identify as? (Self-Identification is voluntary and you can choose to select the option of ""I do not wish to answer"")","5. Do you identify as someone with Accessibility Needs? ","6. What is your CGPA?","7. What kind of classes are you currently attending? ","8. For in-person classes, on average, how long is your commute to UTM? (One-way)","9. The location of where I am currently living impacts my attendance for in-person class (on-campus vs. off-campus). ","10. My type of commute to school determines whether I’m more likely to attend an in-person class (Walking, Bus, Train, Car, etc.) ","11. My commute time impacts my in-person class attendance. ","12. What would be your most common reasons for skipping an in-person class? Please select your top 3.   ","13. What would be your most common reasons for skipping online classes? Please select your top 3. "," Traditional style lecture (professor teaching material through educational talk, slides, and physical examples)  ","Hybrid style lecture including collaborative group work and presentations","Live Lectures (Synchronous) ","Recorded lectures with Office Hours (Asynchronous) ","14. On average, for a particular course in each semester how often do you say you skip (online or in-person) classes? ","15. Which classes based on Eastern Time are you more likely to skip?","16. Are you more likely to attend class (online or in-person) if the professor requires mandatory participation during lecture (class discussions, quizzes using software such as Quercus, TopHat, etc.)?  ","18. Do you feel your attendance affects your overall CGPA? ","19. Generally, do you classify yourself as one who attends or skips class? "
"2021/02/13 12:52:06 AM AST","First","Domestic","Honours Bachelor of Arts","Female","Yes","1.5 - 1.99","Only online courses","","","","","","Accessibility Needs;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","2","1","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/13 1:03:21 AM AST","First","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","2","3","1","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","No","Yes","Attend"
"2021/02/13 1:24:06 AM AST","Second","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Mental health as a result of COVID-19 (stress, etc.)","4","1","4","2","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Attend"
"2021/02/13 3:11:00 AM AST","Third","Domestic","Bachelor of Commerce","Male","Yes","3.0 - 3.49","Only online courses","","","","","","Poor sleep habits","4","2","2","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/13 6:19:27 AM AST","Second","Domestic","Honours Bachelor of Science","Female","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method","3","3","3","2","Rarely (25% of the time)","Morning (7:00am – 11:59am)","No","No","Attend"
"2021/02/13 9:08:50 AM AST","Second","Domestic","Honours Bachelor of Arts","Male","No","Prefer not to answer","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);I can rewatch lectures after","3","3","3","4","Rarely (25% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/13 9:37:46 AM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Technical issues (connection, equipment, etc.)","3","1","2","4","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/13 9:39:53 AM AST","Second","International","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","2","3","2","2","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","No","Attend"
"2021/02/13 10:49:37 AM AST","Third","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Dislike of teaching method","1","2","4","4","Rarely (25% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","Yes","Attend"
"2021/02/13 11:19:33 AM AST","More than 4","Domestic","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;To Work;Poor sleep habits","2","3","4","1","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","No","No","Attend"
"2021/02/13 12:02:49 PM AST","Second","International","Honours Bachelor of Science","Male","No","1.5 - 1.99","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Dislike of teaching method","4","3","2","3","Very Rarely (less than 5% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","Yes","Attend"
"2021/02/13 12:04:50 PM AST","Third","Domestic","Honours Bachelor of Arts","Female","Yes","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Accessibility Needs;Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","4","3","4","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/13 12:12:26 PM AST","First","International","Honours Bachelor of Science","Female","Yes","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);Easy to use external resources if needed (Internet, friends, etc.)","4","4","2","3","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Attend"
"2021/02/13 1:00:38 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","2","4","1","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/13 1:35:44 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","4","1","2","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/13 2:01:50 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","3","3","4","2","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/13 3:11:50 PM AST","Third","International","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);If the lecture is recorded, I can go at my own pace ","2","1","2","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/13 3:14:53 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","4","2","3","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/13 3:42:19 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Depression due to current personal situation","3","1","4","2","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Skip"
"2021/02/13 4:03:08 PM AST","Second","Domestic","Honours Bachelor of Science","Male","Yes","3.0 - 3.49","Only online courses","","","","","","Dislike of teaching method;Accessibility Needs;ADHD","4","1","1","4","Frequently (75% of the time)","Afternoon (12:00pm – 3:59 pm)","No","Yes","Skip"
"2021/02/13 4:07:46 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Hard to keep up and take notes as I miss what prof says and I type slowly, so I prefer to watch the recorded lecture so I can rewind as needed to jot down what I missed.","1","2","4","3","Frequently (75% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Skip"
"2021/02/13 5:02:04 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.)","3","3","4","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/13 10:08:34 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Work;General sickness (headaches, cold, fever, etc.);forgetfulness by loss of time sense due to COVID","3","4","4","1","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/13 10:46:25 PM AST","Second","Domestic","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","3","2","4","2","Frequently (75% of the time)","Morning (7:00am – 11:59am)","Yes","No","Skip"
"2021/02/13 11:10:13 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Technical issues (connection, equipment, etc.)","1","4","3","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/13 11:24:39 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;General sickness (headaches, cold, fever, etc.)","4","1","2","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/14 12:11:36 AM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","3","4","1","Frequently (75% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Skip"
"2021/02/14 5:57:58 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);I prefer to watch the recordings back at a later time as I can pause/control the pace and write better notes.","4","2","3","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/14 9:27:38 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.)","1","4","2","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/15 12:21:27 AM AST","First","Domestic","Honours Bachelor of Science","Male","No","Less than 1.5","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","3","1","4","2","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/15 1:53:09 AM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","1","2","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/15 10:11:46 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Work;Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","2","2","2","1","Very Rarely (less than 5% of the time)","Afternoon (12:00pm – 3:59 pm)","No","Yes","Attend"
"2021/02/16 6:08:22 AM AST","Fourth","International","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Dislike of teaching method","1","4","4","1","Frequently (75% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Skip"
"2021/02/16 11:15:56 AM AST","First","Domestic","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","3","3","2","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/16 1:05:39 PM AST","Third","International","Bachelor of Commerce","Female","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","4","3","2","3","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/16 1:43:10 PM AST","First","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","2","4","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","No","No","Attend"
"2021/02/16 1:59:53 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","4","1","4","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/16 3:09:40 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);To Work","4","1","2","3","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","No","Skip"
"2021/02/16 3:31:38 PM AST","Third","Domestic","Honours Bachelor of Science","Female","I do not wish to answer","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","4","1","3","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/16 10:30:13 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","Prefer not to answer","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Sometimes recorded lectures are available if I really need to ","1","2","4","1","Frequently (75% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/17 12:43:39 AM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.)","4","2","3","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/17 12:30:07 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits","4","4","2","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
